wrist_Gx,wrist_Gy,wrist_Gz,wrist_Ax,wrist_Ay,wrist_Az,biceps_Gx,biceps_Gy,biceps_Gz,biceps_Ax,biceps_Ay,biceps_Az,palm_Gx,palm_Gy,palm_Gz,palm_Ax,palm_Ay,palm_Az,thigh_Gx,thigh_Gy,thigh_Gz,thigh_Ax,thigh_Ay,thigh_Az,current,voltage,power,energy
-1070,1228,6658,-6335,821,-2187,-1847,312,-81,2669,6739,-3248,1714,854,5258,4426,4859,776,490,247,-33,7407,-94,-1262,0.36168134212493896,2.0,0.7233626842498779,863004.0
3392,-4363,-27,-3444,7528,-8480,-345,-3127,600,270,8492,-292,-2332,-582,2970,10524,3244,-6375,-94,-104,8,7759,245,-1549,0.3128054738044739,2.0,0.6256109476089478,746362.0
4429,-5935,-261,-2683,7916,-9610,-224,-5080,1099,438,8224,-994,-4243,-1020,3609,11311,1085,-8173,-172,-104,32,7706,203,-1635,0.3128054738044739,2.0,0.6256109476089478,746382.0
5639,-6955,-792,-645,7926,-10290,-231,-6594,1688,935,7775,-1980,-5677,-1652,2218,11193,1116,-10472,-237,-71,18,7673,103,-1682,0.3128054738044739,2.0,0.6256109476089478,746382.0
6469,-6748,-1302,-450,7336,-11187,-403,-7773,2244,2230,7801,-2537,-5746,-2184,1125,11729,542,-11868,-154,-83,-35,7558,182,-1676,0.32746821641921997,2.0,0.6549364328384399,781369.0
7635,-6264,-1678,-629,8012,-11653,-677,-7490,2235,3369,8082,-3017,-5966,-3195,-35,10699,-338,-12656,-21,-124,-94,7530,535,-1646,0.3128054738044739,2.0,0.6256109476089478,746382.0
8774,-4885,-1904,-954,7730,-12009,-712,-6281,1944,3216,7016,-2966,-5484,-5093,-1223,11855,-239,-13841,-14,-217,-90,7430,823,-1636,0.32258063554763794,2.0,0.6451612710952759,769707.0
9744,-3381,-2245,-2185,7619,-12338,-436,-5074,1674,3934,7309,-3239,-4453,-7253,-1805,12270,142,-14018,-97,-310,-14,7436,1167,-1670,0.32258063554763794,2.0,0.6451612710952759,769707.0
10725,-1585,-2615,-4528,6932,-12996,197,-3677,1416,2814,7024,-3786,-3519,-9430,-2379,13892,1080,-14344,-368,-392,86,7587,1255,-1803,0.3176930546760559,2.0,0.6353861093521118,758044.0
11506,-464,-2710,-6032,6092,-13516,768,-3462,1222,1831,6941,-4274,-2819,-10688,-2704,15614,2683,-14910,-707,-366,203,7724,1157,-1904,0.3176930546760559,2.0,0.6353861093521118,758044.0
12377,378,-2908,-7188,5185,-13943,1609,-3674,821,1078,6561,-4980,-2657,-11826,-2864,16528,3784,-14367,-832,-361,248,7733,1004,-1898,0.3176930546760559,2.0,0.6353861093521118,758044.0
12717,776,-3384,-7179,4877,-13647,2369,-3663,570,683,6705,-5650,-2651,-12572,-2999,16592,4188,-13739,-1052,-290,280,7896,686,-1702,0.3128054738044739,2.0,0.6256109476089478,746382.0
13046,1785,-4018,-7849,3475,-13415,3201,-3976,410,563,6231,-6821,-2061,-13339,-2929,16675,4574,-12645,-1085,-198,294,7751,121,-1544,0.32258063554763794,2.0,0.6451612710952759,769707.0
12915,2520,-4615,-8166,2609,-13250,4264,-4430,206,832,6007,-7873,-1536,-13566,-3271,16293,5665,-11753,-904,-197,243,7732,-256,-1589,0.32746821641921997,2.0,0.6549364328384399,781369.0
