wrist_Gx,wrist_Gy,wrist_Gz,wrist_Ax,wrist_Ay,wrist_Az,biceps_Gx,biceps_Gy,biceps_Gz,biceps_Ax,biceps_Ay,biceps_Az,palm_Gx,palm_Gy,palm_Gz,palm_Ax,palm_Ay,palm_Az,thigh_Gx,thigh_Gy,thigh_Gz,thigh_Ax,thigh_Ay,thigh_Az,current,voltage,power,energy
-62,-433,-609,-2739,5056,-4087,-195,-441,194,2398,5790,-2838,-681,213,-333,4333,1760,-5303,-106,307,89,7824,-402,1487,0.3030303120613098,2.0,0.6060606241226196,723045.0
-690,854,-444,-5234,-6713,3854,972,-224,162,1806,7462,-6052,-502,11852,-1961,8163,5692,13636,-182,-269,24,7810,864,-220,0.366568922996521,2.0,0.733137845993042,874542.0
-1297,326,-444,-5041,-6876,2628,1022,-675,639,324,6154,-6467,-1068,14598,-2002,4696,7314,9913,-200,-231,8,8050,816,-151,0.29325512051582336,2.0,0.5865102410316467,699733.0
-2421,-259,-424,-3404,-7194,298,782,140,589,-97,6649,-6873,-1377,19143,-1594,5399,4127,7326,-226,-193,-11,7927,771,-88,0.2981427311897278,2.0,0.5962854623794556,711396.0
-2917,465,-496,-2970,-7736,811,858,212,646,-1218,5515,-7043,-875,20569,-833,2327,3889,2885,-283,-118,-16,7857,704,-55,0.3861192464828491,2.0,0.7722384929656982,921316.0
-3687,1297,-1215,-4855,-9420,204,1105,69,610,-1255,5650,-6984,613,21333,614,2770,2642,-1787,-330,-133,-18,7798,594,54,0.30791789293289185,2.0,0.6158357858657837,734720.0
-4105,-381,-2757,-5535,-9483,1346,1514,-208,467,-1914,5146,-6667,2938,19281,1099,-2605,534,-6418,-321,-122,-36,7853,519,145,0.3030303120613098,2.0,0.6060606241226196,723058.0
-3703,-1973,-2871,-3001,-8951,987,1748,-470,347,-1487,5578,-6564,1702,20622,1615,2386,4748,-6940,-333,-124,-54,7851,418,204,0.366568922996521,2.0,0.733137845993042,874667.0
-4876,-3279,-2962,-2979,-8231,1183,2110,-740,276,-591,6356,-6599,170,19067,2310,-1827,5515,-7304,-336,-141,-57,7903,223,262,0.2981427311897278,2.0,0.5962854623794556,711396.0
-5049,-3726,-2992,-2018,-6062,2215,2228,-719,243,9,6349,-6223,-441,16154,3141,-4094,6146,-10331,-217,-216,-44,7944,119,326,0.2981427311897278,2.0,0.5962854623794556,711396.0
-5291,-4409,-3141,-1942,-6299,-418,2068,-463,92,866,6362,-5474,-265,10005,3945,-7518,5837,-9883,-142,-177,-38,7958,115,405,0.30791789293289185,2.0,0.6158357858657837,734720.0
-4115,-4440,-2702,787,-7542,-2993,1695,110,-312,642,6052,-5102,205,7526,3076,-2651,3326,-14350,-74,-133,-25,7966,55,422,0.2981427311897278,2.0,0.5962854623794556,711396.0
-1808,-3265,-892,1114,-8006,-5794,1442,532,-827,-567,5810,-4105,516,8859,1736,-306,4243,-17544,-24,-36,-14,7927,-50,423,0.2981427311897278,2.0,0.5962854623794556,711396.0
-392,-4136,-772,1568,-6507,-5582,1219,583,-976,-1303,6438,-3993,-892,7436,1187,-9310,9912,-9843,51,-87,1,7648,-106,362,0.36168134212493896,2.0,0.7233626842498779,863004.0
180,-3464,-964,915,-5682,-5826,743,181,-842,-1811,6560,-3930,-2645,7999,286,3332,8971,-18136,33,-39,37,7918,3,338,0.2981427311897278,2.0,0.5962854623794556,711396.0
433,-3438,-1295,341,-7866,-3141,496,-431,-665,-1863,6410,-3923,-2243,6511,180,-6482,6593,-12303,126,37,49,8082,205,346,0.2981427311897278,2.0,0.5962854623794556,711396.0
1612,-4549,-1585,-1030,-7884,-1353,25,-1200,-255,-1224,6916,-4006,-2908,836,-1647,-7801,7447,-11725,226,-7,37,7675,308,328,0.3812316656112671,2.0,0.7624633312225342,909653.0
2485,-3693,-970,723,-7470,-378,-435,-1590,-114,-1059,6952,-4377,-4880,-3910,-2465,-9275,8290,-12323,151,38,62,8089,442,330,0.2981427311897278,2.0,0.5962854623794556,711396.0
2013,-786,-1050,-17,-6818,276,-824,-1656,-78,-555,6625,-4900,-3880,-8939,-4071,-7684,4906,-9896,114,76,46,7762,518,209,0.3030303120613098,2.0,0.6060606241226196,723058.0
1969,756,-615,-123,-6506,1089,-1023,-1566,-6,-480,5636,-4992,-1715,-11894,-5390,-5594,4198,-7688,79,51,40,8009,603,164,0.371456503868103,2.0,0.742913007736206,886329.0
2349,1951,90,-628,-7424,1645,-1022,-1452,274,-524,5765,-5617,-262,-13990,-5430,-4823,5145,-7092,50,132,19,7859,524,117,0.3030303120613098,2.0,0.6060606241226196,723058.0
2541,2312,425,-5,-7131,1916,-1121,-1274,223,-512,5711,-6252,-550,-15708,-5641,-3891,5801,-7740,27,147,27,7901,499,36,0.2981427311897278,2.0,0.5962854623794556,711396.0
3294,2906,287,1,-8608,1175,-1188,-984,202,-456,5930,-6253,249,-16718,-5527,-2913,5006,-6567,67,164,13,7893,499,15,0.2981427311897278,2.0,0.5962854623794556,711396.0
3190,3034,-153,-347,-8358,1515,-1322,-686,82,-489,5867,-6347,169,-17507,-5284,-2930,5010,-5718,166,189,4,7833,470,48,0.3030303120613098,2.0,0.6060606241226196,723058.0
2632,2660,-113,-1233,-8249,1153,-1195,-440,-76,-774,5380,-6223,-888,-18152,-4147,-935,4448,-4426,212,87,8,7759,371,45,0.2981427311897278,2.0,0.5962854623794556,711396.0
2115,1908,42,-1411,-8345,644,-1111,-172,-321,-1395,5387,-6427,-1347,-17533,-2653,-423,3327,-2920,259,35,8,7785,364,67,0.371456503868103,2.0,0.742913007736206,886329.0
2059,772,84,-1635,-8898,-324,-929,59,-486,-1451,5548,-6341,-2266,-19001,-1276,-1539,2506,-4382,222,15,-2,7876,474,58,0.2981427311897278,2.0,0.5962854623794556,711396.0
2418,-559,-249,-1001,-9127,-1583,-978,45,-737,-1755,5875,-5915,-2962,-18932,158,2409,965,1252,143,140,3,8000,595,22,0.3030303120613098,2.0,0.6060606241226196,723058.0
2289,-999,-449,-1236,-8021,-1637,-1088,-69,-835,-1508,6082,-5402,-2275,-16169,1405,2656,694,5474,109,139,-1,7821,727,-40,0.3372434079647064,2.0,0.6744868159294128,804693.0
2981,-1067,-288,-278,-7829,-1491,-1493,-294,-942,-1296,6091,-4949,-3211,-11582,1899,5969,1967,9418,117,67,6,7866,790,10,0.2981427311897278,2.0,0.5962854623794556,711396.0
3272,-950,57,-195,-5560,554,-1629,-419,-849,-909,5719,-4825,-2596,-7499,1460,7114,988,15238,147,-168,-6,7615,759,37,0.2981427311897278,2.0,0.5962854623794556,711396.0
2675,-115,-148,648,-5422,3496,-1394,-385,-661,-444,5835,-5743,-1348,-2851,863,5698,1343,13526,49,-197,-1,7718,629,-4,0.2981427311897278,2.0,0.5962854623794556,711396.0
2075,759,-210,850,-6273,4969,-1222,-309,-513,-257,5739,-5947,-779,-882,-89,3985,719,12298,-27,-209,1,7811,471,28,0.30791789293289185,2.0,0.6158357858657837,734720.0
1088,1206,-88,-339,-6986,5872,-942,-259,-165,-334,6062,-6324,-194,-47,-812,3430,993,10885,-73,-216,9,7989,491,37,0.3030303120613098,2.0,0.6060606241226196,723058.0
