wrist_Gx,wrist_Gy,wrist_Gz,wrist_Ax,wrist_Ay,wrist_Az,biceps_Gx,biceps_Gy,biceps_Gz,biceps_Ax,biceps_Ay,biceps_Az,palm_Gx,palm_Gy,palm_Gz,palm_Ax,palm_Ay,palm_Az,thigh_Gx,thigh_Gy,thigh_Gz,thigh_Ax,thigh_Ay,thigh_Az,current,voltage,power,energy
-6,-13,8,-6928,-3121,-1470,-16,-57,21,3472,7364,-1635,-4,32,11,-1653,8122,-956,10,12,4,7846,-305,607,0.2981427311897278,2.0,0.5962854623794556,711351.0
-185,-116,-113,-3391,-7653,755,104,48,54,3698,6518,-4111,-146,19,-216,-3082,5926,6046,59,33,19,7821,-260,677,0.2981427311897278,2.0,0.5962854623794556,711384.0
-173,-16,-212,-3432,-7913,720,201,134,109,3736,6446,-4232,-570,294,-251,-2881,6271,6663,36,21,25,7833,-95,717,0.3030303120613098,2.0,0.6060606241226196,723058.0
-191,37,-397,-3588,-8070,1094,334,95,200,4030,6146,-4344,-608,454,-472,-2925,6076,7049,-17,32,15,7914,-31,798,0.2981427311897278,2.0,0.5962854623794556,711396.0
-272,-42,-580,-3476,-8068,860,450,72,318,4236,6059,-4424,-779,951,-826,-2042,6401,7830,-52,61,-8,7919,-36,804,0.3030303120613098,2.0,0.6060606241226196,723058.0
-413,25,-823,-3738,-7766,840,592,178,526,4292,6322,-4393,-832,1861,-1088,-741,6804,8704,-89,72,-7,7873,-134,729,0.3030303120613098,2.0,0.6060606241226196,723058.0
-584,24,-1101,-3943,-7518,753,633,221,680,4375,6483,-4175,-1560,3769,-1498,227,7322,9760,-59,57,0,7798,-210,824,0.2981427311897278,2.0,0.5962854623794556,711396.0
-839,112,-1299,-3738,-7355,789,651,213,890,4482,6462,-4142,-1379,6078,-2105,699,6971,9447,-74,50,10,7829,-218,755,0.3030303120613098,2.0,0.6060606241226196,723058.0
-1395,976,-1551,-3818,-7312,415,633,158,1152,4990,6273,-4173,-1283,8344,-2564,305,6185,8783,-62,60,16,7850,-234,726,0.30791789293289185,2.0,0.6158357858657837,734720.0
-1717,1121,-1734,-4647,-7460,-830,598,331,1532,5323,6018,-4094,-1708,11065,-2530,1662,6722,7971,-36,40,25,7796,-254,775,0.30791789293289185,2.0,0.6158357858657837,734720.0
-1987,799,-2094,-5559,-7657,-1078,692,323,1778,5208,5982,-4147,-1690,13995,-2167,1975,4274,6828,-16,-23,28,7796,-223,736,0.30791789293289185,2.0,0.6158357858657837,734720.0
-2476,20,-2435,-4814,-8039,-924,827,138,2099,5128,6082,-4241,-839,17007,-1968,2080,4028,3922,-7,-61,16,7843,-173,814,0.3030303120613098,2.0,0.6060606241226196,723058.0
-3058,-79,-2650,-3413,-7635,699,780,-286,2636,5618,5931,-4500,449,18771,-1454,768,2693,1181,-14,-63,2,7791,-196,811,0.3030303120613098,2.0,0.6060606241226196,723058.0
-4293,266,-3150,-2992,-7341,869,553,-573,3084,6068,5650,-4672,1869,18836,-625,-256,1315,-1058,16,-56,-10,7799,-261,801,0.2981427311897278,2.0,0.5962854623794556,711396.0
-5131,1131,-3642,-2967,-8297,6,790,-484,3438,6788,4704,-4325,3064,18935,807,-35,1154,-3937,-1,-13,-16,7892,-272,829,0.3176930546760559,2.0,0.6353861093521118,758044.0
-4880,1562,-3855,-2793,-7688,138,1375,-31,3235,6868,5191,-4453,2860,19011,2407,373,3202,-6453,-74,16,-23,7831,-272,806,0.30791789293289185,2.0,0.6158357858657837,734720.0
-6161,158,-4147,-2878,-6839,154,1674,753,2902,6143,6174,-4438,51,18232,4871,-345,4535,-9229,-40,4,-28,7785,-294,835,0.3030303120613098,2.0,0.6060606241226196,723058.0
-5777,-1075,-3541,-1966,-6223,-1748,1657,1342,2718,5788,6175,-4057,-1475,17146,6392,67,4143,-12207,-1,-22,-14,7853,-249,841,0.3030303120613098,2.0,0.6060606241226196,723058.0
-3731,-4801,-2156,506,-5759,-3738,1488,2106,1909,4715,5863,-3916,-1212,15407,6229,78,3517,-13872,-21,24,-8,7851,-297,861,0.30791789293289185,2.0,0.6158357858657837,734720.0
-3119,-6199,-733,2454,-5690,-4828,1421,2456,1345,3421,5685,-3608,-2500,13780,5150,5,4346,-15537,-19,30,-20,7808,-341,940,0.30791789293289185,2.0,0.6158357858657837,734720.0
-1860,-4919,504,3157,-6648,-5073,1132,2186,869,1626,6160,-3145,-3148,9163,4482,-2037,6002,-16301,-60,50,-31,7778,-414,897,0.30791789293289185,2.0,0.6158357858657837,734720.0
-988,-3394,290,1855,-6639,-5058,714,1637,556,412,6155,-2940,-2147,4693,2589,-3321,7736,-17886,-105,98,-31,7872,-492,815,0.3030303120613098,2.0,0.6060606241226196,723058.0
-61,-2414,-375,443,-7517,-4294,33,585,-7,-352,6053,-2715,-1855,-342,279,-3891,8014,-15960,-4,24,-30,7385,-567,798,0.32258063554763794,2.0,0.6451612710952759,769707.0
1203,-1707,-479,-231,-8284,-4222,-297,-453,-415,-311,6034,-3080,-2926,-7272,-2434,-6444,7502,-15354,3,33,36,8393,-271,1077,0.3030303120613098,2.0,0.6060606241226196,723058.0
2015,-1750,-479,-634,-6416,-2580,-597,-1846,-820,787,6324,-3602,-2371,-9224,-3450,-2318,8263,-15064,8,219,23,8085,-490,1073,0.3030303120613098,2.0,0.6060606241226196,723058.0
2784,159,290,-1560,-7277,-1714,-861,-2732,-968,2263,6270,-3997,-330,-13259,-4930,-3644,4926,-11070,42,331,-1,7773,-451,1064,0.29325512051582336,2.0,0.5865102410316467,699733.0
3614,1319,1000,142,-6886,62,-1093,-3269,-1131,4210,5980,-4324,656,-15009,-4792,-1492,6596,-8112,55,291,2,7694,-374,1021,0.30791789293289185,2.0,0.6158357858657837,734720.0
3661,2358,1636,236,-7092,1552,-1113,-3071,-1410,5660,5739,-4646,155,-16142,-5066,-3633,6535,-7625,20,319,-1,7840,-274,1061,0.3030303120613098,2.0,0.6060606241226196,723058.0
4358,4485,1213,-705,-7862,-249,-1193,-2246,-2012,6953,4840,-5005,414,-19901,-4902,-4476,3804,-13836,48,309,-4,7809,-222,1071,0.3030303120613098,2.0,0.6060606241226196,723058.0
4598,5106,495,-978,-7670,-1207,-854,-1452,-2376,7138,4221,-5191,3290,-23294,-4097,1339,3911,-13071,47,281,21,7950,-250,1126,0.30791789293289185,2.0,0.6158357858657837,734720.0
4241,3703,89,-2797,-8119,-2076,-495,-626,-2603,6500,4355,-5438,2965,-22176,-3334,4780,6159,-6581,4,282,27,7695,-212,979,0.3030303120613098,2.0,0.6060606241226196,723058.0
3365,458,-545,-2173,-7879,-615,-339,30,-2753,5359,4541,-5578,-492,-19043,-1269,3685,8192,-4090,-38,110,24,7703,-158,945,0.3030303120613098,2.0,0.6060606241226196,723058.0
2852,991,205,309,-8544,-1114,47,245,-2801,4987,4559,-5723,-2552,-18704,396,1131,5186,-5413,-9,55,20,7722,-92,953,0.3030303120613098,2.0,0.6060606241226196,723058.0
2439,1519,-71,-2598,-9084,-2057,452,189,-2669,5147,4368,-5705,-1348,-19650,1155,-407,709,-2660,-27,33,1,7790,-34,857,0.3030303120613098,2.0,0.6060606241226196,723058.0
3421,728,103,-2554,-12049,-3128,614,115,-2322,4650,4623,-5268,-1777,-19888,1227,5855,7172,5167,-32,-30,-14,7772,-132,777,0.34213098883628845,2.0,0.6842619776725769,816356.0
4271,-1173,541,-1709,-8308,-3712,799,-134,-2107,3570,5599,-4777,-5544,-11242,940,7594,4801,16687,-70,-112,-21,7793,-251,643,0.3030303120613098,2.0,0.6060606241226196,723058.0
3720,-1009,-71,-1653,-5588,-424,1053,-450,-1907,3410,6357,-4865,-4115,-4840,750,5237,1962,16161,-58,-106,-12,7907,-332,606,0.3128054738044739,2.0,0.6256109476089478,746382.0
2677,17,-535,-548,-6466,1676,1137,-1008,-1339,4964,6350,-5184,-2089,252,-307,5817,3327,15379,27,-120,-3,7809,-230,613,0.30791789293289185,2.0,0.6158357858657837,734720.0
1864,851,-798,-1039,-6971,2777,926,-1143,-607,6427,6251,-4993,-1774,3262,-1112,6027,3829,14805,95,-197,-7,7671,-88,638,0.30791789293289185,2.0,0.6158357858657837,734720.0
567,1616,-844,-2866,-7029,3066,557,-848,83,7461,6209,-4796,-1350,7471,-1550,4420,4271,12800,85,-302,-40,7833,-37,674,0.3030303120613098,2.0,0.6060606241226196,723058.0
-417,970,-743,-3585,-7152,1888,362,-235,308,7400,5830,-4785,-1893,10401,-1760,2504,3471,10544,53,-299,-58,7932,-82,583,0.34213098883628845,2.0,0.6842619776725769,816356.0
-1093,-318,-695,-3597,-7902,-96,340,757,497,5970,5798,-5013,-2757,14346,-1265,3191,3843,8906,-49,-193,-56,7955,-116,650,0.2981427311897278,2.0,0.5962854623794556,711396.0
-1415,-1830,-659,-3543,-8478,-1431,411,1134,711,4928,5710,-5420,-3324,19853,556,5282,2984,7114,-83,-57,-62,7831,-124,743,0.30791789293289185,2.0,0.6158357858657837,734720.0
-1716,-2464,-690,-3338,-8538,-921,576,902,1059,3877,5636,-5944,-2609,23118,3093,4956,2866,447,-125,1,-74,7894,-188,804,0.371456503868103,2.0,0.742913007736206,886329.0
-2771,-2202,-1484,-2552,-8791,782,649,251,1450,3779,5572,-5987,-1073,25346,4511,2064,2434,-2493,-94,2,-84,7790,-276,972,0.2981427311897278,2.0,0.5962854623794556,711396.0
-3821,-1934,-1712,-793,-8210,3006,504,-502,2096,4635,5866,-5403,858,23776,5085,1929,971,-5025,45,47,-64,8014,-288,1138,0.3030303120613098,2.0,0.6060606241226196,723058.0
-4865,-1264,-1984,-717,-7904,3007,437,-643,2536,5252,6179,-4940,1880,21773,5986,-321,4209,-8349,-6,28,-63,7779,-258,1022,0.3470185697078705,2.0,0.694037139415741,828018.0
-6146,-1315,-2182,-1382,-6853,2913,281,-291,2527,5528,6328,-4149,45,18437,7236,-1367,5549,-9673,-96,-87,-99,7726,-382,937,0.3030303120613098,2.0,0.6060606241226196,723058.0
-5843,-2865,-2041,-1753,-6319,517,223,376,2208,5719,5998,-3723,-584,15768,7933,-2108,5056,-12445,-81,-193,-111,7816,-261,1107,0.3030303120613098,2.0,0.6060606241226196,723058.0
-4256,-3043,-377,-361,-7715,-1693,252,2030,1505,5020,5278,-3567,1260,13942,6993,544,5968,-15584,-106,-191,-119,8008,-151,1238,0.3176930546760559,2.0,0.6353861093521118,758044.0
-1742,-3218,1442,30,-5786,-3592,352,3046,908,3364,5217,-3585,405,12343,5568,1,8572,-18565,-151,-109,-142,7875,-361,1232,0.30791789293289185,2.0,0.6158357858657837,734720.0
-2123,-3531,1961,3044,-10122,-3101,285,3204,234,906,6162,-3582,-116,5690,2964,-1812,5950,-14528,-228,-26,-130,7897,-574,1122,0.30791789293289185,2.0,0.6158357858657837,734720.0
-1095,-1877,1724,4340,-8215,-4942,43,2574,-94,-572,6591,-3651,-1031,1950,796,-65,7848,-16287,-150,60,-70,7806,-543,1021,0.3030303120613098,2.0,0.6060606241226196,723058.0
18,-1925,368,-382,-8491,-4328,-297,1396,-310,-1366,6979,-3744,-3390,-538,-596,-1113,11498,-17517,-176,70,0,7752,-346,976,0.3030303120613098,2.0,0.6060606241226196,723058.0
2210,-1620,392,-2353,-7592,-4193,-860,-623,-291,-753,7169,-3975,-6137,-6415,-2580,-5886,8748,-14688,11,4,4,8103,-408,1127,0.3030303120613098,2.0,0.6060606241226196,723058.0
2445,-2604,-247,-1762,-7184,-2634,-1336,-1563,-607,210,6445,-4256,-4945,-11913,-4451,-3684,7405,-15066,106,55,20,7828,-189,846,0.30791789293289185,2.0,0.6158357858657837,734720.0
2597,-385,606,-2404,-7277,-672,-1441,-3104,-689,2115,6105,-4440,-2974,-14154,-5823,-4245,6403,-15026,46,98,32,7860,-152,863,0.30791789293289185,2.0,0.6158357858657837,734720.0
3380,660,1578,-686,-7098,1195,-1592,-3410,-800,4081,5689,-4807,-652,-19085,-6419,-3397,4769,-11084,-27,461,21,7913,-28,942,0.30791789293289185,2.0,0.6158357858657837,734720.0
3558,2700,2722,982,-7619,1528,-1470,-2968,-1043,5726,5682,-5408,1822,-20297,-5817,444,5095,-11022,-192,397,14,7847,28,1055,0.30791789293289185,2.0,0.6158357858657837,734720.0
4872,5901,1870,-402,-8690,617,-1232,-2568,-1264,6570,5833,-5737,3023,-20600,-3882,-1309,4622,-10010,-339,485,-29,7888,50,1024,0.3030303120613098,2.0,0.6060606241226196,723058.0
4449,6206,680,-1845,-8219,390,-1152,-1366,-1914,6889,5017,-6071,4092,-23522,-3237,-2115,3851,-12024,-375,385,-81,7854,111,952,0.30791789293289185,2.0,0.6158357858657837,734720.0
3724,3780,-154,-2429,-8388,-508,-1009,-421,-2135,6495,4222,-6213,5148,-25526,-3143,1981,5406,-12562,-319,303,-85,7837,42,861,0.3030303120613098,2.0,0.6060606241226196,723058.0
3348,2878,260,1023,-8403,-628,-480,426,-1963,5186,3929,-6042,2300,-25295,263,6587,8033,-7665,-171,62,-70,7622,-223,813,0.3030303120613098,2.0,0.6060606241226196,723058.0
2924,2364,362,-3408,-9265,-1752,-126,510,-1795,4502,3924,-5847,-2285,-23191,1777,7010,8905,-2021,-70,-248,-37,7649,-333,818,0.32746821641921997,2.0,0.6549364328384399,781369.0
