wrist_Gx,wrist_Gy,wrist_Gz,wrist_Ax,wrist_Ay,wrist_Az,biceps_Gx,biceps_Gy,biceps_Gz,biceps_Ax,biceps_Ay,biceps_Az,palm_Gx,palm_Gy,palm_Gz,palm_Ax,palm_Ay,palm_Az,thigh_Gx,thigh_Gy,thigh_Gz,thigh_Ax,thigh_Ay,thigh_Az,current,voltage,power,energy
1446,-841,-2399,-470,-6772,-5439,2553,-2653,-1741,127,4444,-9411,-835,-302,-1222,-5143,4551,-4798,-31,-117,46,7849,-1118,451,0.371456503868103,5.053763389587402,1.8772532939910889,0.0
2407,6999,10810,7791,-3553,-3465,2783,-2557,-1059,-1718,431,-10522,7428,-7866,10630,2061,-11010,-7134,1236,1094,1517,6807,-2850,3886,0.32258063554763794,5.053763389587402,1.6302461624145508,0.0
2166,6574,11255,5597,-3791,-4008,3023,-3395,-1639,-1743,-37,-10886,7744,-6648,12108,4281,-6181,-5844,1450,1512,1641,6209,-2241,3926,0.36168134212493896,5.053763389587402,1.8278518915176392,0.0
2458,6051,11900,2376,-2895,-3403,3676,-5221,-2466,-3469,-289,-11245,6929,-5258,12796,5334,-1330,-5621,1843,1932,1455,5967,-2284,3448,0.3176930546760559,5.053763389587402,1.6055455207824707,0.0
2686,5099,12341,-309,-656,-2623,4072,-8130,-3067,-5779,-177,-10734,5098,-5395,12752,6265,5521,-5180,1267,1332,1543,6330,-2403,2374,0.32258063554763794,5.053763389587402,1.6302461624145508,0.0
2173,4418,11671,-4662,2652,-6814,3785,-9589,-3542,-2653,663,-7608,3371,-4305,12835,11571,11999,-3169,1362,586,1324,6560,-2151,2146,0.32258063554763794,5.053763389587402,1.6302461624145508,0.0
2481,4286,9747,-9875,4734,-11976,3225,-5279,-4002,1746,703,-4544,3474,-389,11327,13231,25054,-5001,1035,-19,813,6748,-2275,718,0.3176930546760559,5.053763389587402,1.6055455207824707,0.0
2729,4642,6990,-16681,9145,-7739,3142,-2080,-3011,3866,1820,-3532,723,2524,4878,8795,-32621,-4184,-148,76,586,6488,-2971,108,0.32258063554763794,5.043988227844238,1.627092957496643,0.0
1165,-296,5103,-16448,6818,-6668,2302,-4559,-577,7711,2364,-2030,-3232,799,363,1228,32063,-1152,-699,861,455,6232,-3081,63,0.3176930546760559,5.053763389587402,1.6055455207824707,0.0
904,-2543,907,-16781,3833,-5250,226,-7745,2212,10578,896,-2671,-3152,-35,-1628,316,21546,938,-294,723,465,5975,-2437,80,0.3176930546760559,5.053763389587402,1.6055455207824707,0.0
440,-3847,-4051,-11748,-1450,-3471,-643,-6617,2581,9599,322,-4646,-1749,123,-3281,747,14641,3878,42,-108,-542,6409,-1021,-1058,0.32258063554763794,5.053763389587402,1.6302461624145508,0.0
561,-4384,-5262,-6350,-2596,-2656,-980,-3229,2139,6831,648,-8674,-524,1973,-4445,622,9214,3150,268,-1829,-1444,6971,-1103,-2345,0.3176930546760559,5.053763389587402,1.6055455207824707,0.0
-1283,-2517,-6316,-1891,-2976,-742,-1418,501,2245,4605,1133,-11076,263,2920,-4828,-587,7525,1532,-197,-2986,-2833,9484,-1832,-3436,0.3176930546760559,5.043988227844238,1.6024399995803833,0.0
-1573,-861,-7669,-1694,-3448,-717,-2385,4968,1920,-115,1262,-11991,-250,3134,-5541,-1055,6926,386,-131,-2408,-3868,10973,-4091,-5651,0.32258063554763794,5.043988227844238,1.627092957496643,0.0
-1593,-588,-8984,-2657,-3340,-2330,-2824,7489,1728,-3117,852,-11142,-754,3284,-5998,-1085,5338,-1174,-1567,-1391,-3722,10776,-5044,-6466,0.32258063554763794,5.053763389587402,1.6302461624145508,0.0
-1962,-1230,-9362,-2998,-3633,-3422,-3396,9622,1880,-5406,109,-9790,-1167,3872,-6467,-291,4849,-2239,-69,-372,-1854,9577,-7050,-5090,0.32258063554763794,5.043988227844238,1.627092957496643,0.0
-2015,-2835,-9374,-1775,-4471,-4902,-3448,9426,1898,-5462,109,-8913,-2245,5147,-7374,-1071,3116,-3819,1696,372,-194,9311,-6572,-2356,0.366568922996521,5.043988227844238,1.8489693403244019,0.0
-2004,-4192,-9013,-344,-4947,-4774,-3161,8088,1905,-4688,624,-8656,-2957,5499,-7455,-1758,1701,-5756,272,209,1098,9600,-4429,-363,0.3470185697078705,5.053763389587402,1.7537497282028198,0.0
-2069,-4764,-8503,754,-5137,-5010,-2604,5458,1899,-3923,1791,-9157,-3796,5699,-7348,-2471,1129,-6584,-5424,-986,616,9283,-2962,1985,0.32258063554763794,5.053763389587402,1.6302461624145508,0.0
-1964,-5321,-8266,2048,-4919,-4462,-2046,3397,1875,-3137,2292,-9516,-5663,5550,-7723,-2500,-476,-7642,-9095,-6,-564,8781,-2333,1751,0.3176930546760559,5.053763389587402,1.6055455207824707,0.0
-2187,-6706,-8304,4397,-5183,-5431,-1432,2082,1425,-2297,3285,-9479,-6333,5277,-8496,-2793,-3000,-9158,-8103,2291,-2060,8105,-1901,4968,0.3176930546760559,5.053763389587402,1.6055455207824707,0.0
-1976,-7171,-8144,6439,-5522,-6287,-1541,1392,950,-1527,4016,-9346,-5937,4867,-8188,-3187,-5456,-10671,-4809,3565,-2971,6250,-3371,6507,0.32258063554763794,5.053763389587402,1.6302461624145508,0.0
-1660,-6705,-7735,7481,-6333,-6726,-2339,201,430,-669,3911,-9129,-5958,4696,-6650,-3682,-6277,-11491,1413,2480,-1202,4257,-3995,5056,0.32746821641921997,5.043988227844238,1.6517457962036133,0.0
-850,-5799,-6613,6049,-5951,-5985,-2611,82,-75,291,3403,-8880,-6040,3764,-5436,-4707,-6368,-11675,3954,2162,-1907,5853,-3318,1074,0.32746821641921997,5.053763389587402,1.6549469232559204,0.0
-868,-6524,-5527,5695,-4903,-6128,-2494,1915,-369,1681,3103,-8244,-5769,2949,-5461,-4764,-8689,-11739,4249,174,-944,5785,-1328,-1088,0.32746821641921997,5.053763389587402,1.6549469232559204,0.0
-1098,-7246,-4131,8196,-5877,-8919,-2459,2997,-217,2136,2353,-8255,-3947,2365,-4999,-4567,-9680,-12754,2005,-1093,-1443,5708,-572,-1253,0.3323558270931244,5.053763389587402,1.67964768409729,0.0
-658,-6460,-3390,9883,-6353,-8878,-2261,3287,-105,822,2335,-8361,-2791,2108,-3647,-5463,-9297,-13388,676,-2653,-1508,5407,-179,-803,0.3812316656112671,5.043988227844238,1.922927975654602,0.0
58,-4393,-2186,10001,-6297,-7443,-1980,3342,-223,-513,3285,-8262,-3206,1173,-2343,-6285,-9310,-13069,1773,-3972,-669,6123,-178,-629,0.3323558270931244,5.053763389587402,1.67964768409729,0.0
121,-3413,-1000,9119,-6420,-7957,-1720,2704,-93,-1123,4308,-7811,-3392,574,-1220,-6121,-11034,-12282,2286,-4521,364,7027,841,-1671,0.32746821641921997,5.053763389587402,1.6549469232559204,0.0
133,-2914,222,8885,-6850,-8157,-1618,1373,232,-845,3916,-7877,-1612,-199,-472,-6930,-12486,-12316,329,-4445,547,9115,1589,-2123,0.40566959977149963,5.053763389587402,2.0501582622528076,0.0
371,-1817,839,10128,-6752,-7269,-1179,-105,396,-193,3464,-8091,852,-1099,790,-6197,-11767,-11441,-617,-3802,-191,10912,1046,-1383,0.32258063554763794,5.053763389587402,1.6302461624145508,0.0
465,1753,2087,10690,-6575,-7230,-824,-791,414,532,3700,-8089,2493,-1413,1841,-5569,-9987,-10221,853,-1802,-1122,11018,1276,-576,0.32258063554763794,5.053763389587402,1.6302461624145508,0.0
421,4097,3254,8977,-6253,-7010,-597,-1132,461,1385,4115,-8059,3460,-1541,2772,-5123,-8821,-9676,2995,966,-1196,9930,1121,-157,0.3176930546760559,5.043988227844238,1.6024399995803833,0.0
477,5186,4258,6344,-5782,-6330,-460,-946,373,1723,4317,-8440,3808,-1769,3481,-4556,-7538,-8879,2526,2413,-329,8099,1324,-1004,0.3176930546760559,5.053763389587402,1.6055455207824707,0.0
