wrist_Gx,wrist_Gy,wrist_Gz,wrist_Ax,wrist_Ay,wrist_Az,biceps_Gx,biceps_Gy,biceps_Gz,biceps_Ax,biceps_Ay,biceps_Az,palm_Gx,palm_Gy,palm_Gz,palm_Ax,palm_Ay,palm_Az,thigh_Gx,thigh_Gy,thigh_Gz,thigh_Ax,thigh_Ay,thigh_Az,current,voltage,power,energy
11,-44,201,-3207,6685,-3163,-69,-213,137,515,7643,-2500,25,37,172,7357,1439,-2718,45,-21,-29,7737,-793,-898,0.30791789293289185,2.0,0.6158357858657837,734611.0
6332,-1610,-9869,-1461,313,-10013,3865,531,-3314,-1423,2872,-8138,499,-5735,-11481,4665,-760,-14682,-143,-280,574,6189,-579,1707,0.30791789293289185,2.0,0.6158357858657837,734702.0
7121,-1504,-9453,-585,43,-9976,3750,261,-3193,-1707,1927,-8000,1270,-8326,-9994,4449,-3171,-14755,110,-559,530,6373,-2214,1513,0.3128054738044739,2.0,0.6256109476089478,746382.0
8389,-592,-8901,28,221,-9629,3878,-301,-3081,-1913,1277,-8300,1973,-10532,-7727,5285,-3716,-13653,472,-672,486,6358,-3191,1524,0.3128054738044739,2.0,0.6256109476089478,746382.0
9067,-210,-8226,827,1145,-8851,3920,-930,-3063,-2152,1209,-8632,1936,-12138,-6071,5957,-3002,-11726,1067,-862,405,6043,-3655,1460,0.30791789293289185,2.0,0.6158357858657837,734720.0
9588,-826,-7102,1918,1507,-7827,3660,-2003,-3236,-1754,882,-8304,982,-12717,-5198,7065,-2707,-9509,2116,-1049,266,5662,-3366,1315,0.3030303120613098,2.0,0.6060606241226196,723058.0
9513,-2214,-6407,2628,2557,-6565,4305,-2914,-3613,-1230,393,-8029,-904,-12741,-4765,7110,-3643,-7322,3155,-1269,-11,5418,-2758,1171,0.3030303120613098,2.0,0.6060606241226196,723058.0
9606,-2979,-6533,3992,1748,-4962,3921,-4204,-3308,-1384,1828,-7351,-2245,-12383,-4024,6924,-5676,-5633,3868,-1425,-340,5569,-2581,1116,0.3030303120613098,2.0,0.6060606241226196,723058.0
9435,-3280,-5868,4939,1361,-3456,3733,-5084,-3701,-2054,1175,-7190,-2333,-12170,-3148,5898,-6954,-4451,4984,-1558,-588,5818,-2231,1169,0.3030303120613098,2.0,0.6060606241226196,723058.0
9160,-2612,-4708,5600,791,-1097,2466,-6609,-3437,-3082,2002,-7667,-1859,-12357,-2357,5354,-8115,-2992,6063,-1671,-837,6228,-1490,1012,0.3030303120613098,2.0,0.6060606241226196,723058.0
9207,-1891,-3984,5748,768,-307,2444,-6967,-3334,-1358,665,-6854,-886,-12478,-1740,5573,-7815,-1498,6880,-1789,-944,6597,-700,1021,0.3030303120613098,2.0,0.6060606241226196,723058.0
9008,-1651,-3190,6320,539,701,3148,-6679,-3964,-1605,2564,-6814,117,-12334,-1009,4702,-9343,288,7054,-1851,-804,6998,519,1152,0.3030303120613098,2.0,0.6060606241226196,723058.0
8795,-1046,-2340,6861,-341,2182,1733,-7145,-4166,-2098,2647,-6604,1097,-12542,-397,4291,-8598,2111,6840,-1938,-584,7342,2234,1226,0.3030303120613098,2.0,0.6060606241226196,723058.0
8692,-725,-1650,7215,-1239,3731,421,-6437,-4407,-2846,1914,-5869,1923,-13000,531,3742,-9206,2804,6012,-2336,-401,7434,3602,1219,0.32746821641921997,2.0,0.6549364328384399,781369.0
8375,-45,-652,7151,-2070,6349,-182,-5546,-4759,-4236,2100,-6168,2467,-13256,1550,4970,-8962,3957,5087,-2651,-437,7707,5059,1937,0.2981427311897278,2.0,0.5962854623794556,711396.0
8202,347,173,5864,-2655,7870,-2942,-6313,-4067,-6607,2461,-7011,3567,-13607,2774,6514,-8340,5870,3556,-2740,-508,9333,6380,2266,0.3030303120613098,2.0,0.6060606241226196,723058.0
8070,181,1896,4037,-3566,8912,-1915,-4991,-4136,-6712,825,-6587,4522,-13614,4874,7718,-6675,9271,1376,-2063,-672,11000,8236,2403,0.3030303120613098,2.0,0.6060606241226196,723058.0
7735,-330,2757,2175,-3790,10227,-1600,-3946,-4858,-6525,3072,-6947,4801,-12211,7319,10536,-4859,13514,-652,-1357,-839,11939,8732,3066,0.30791789293289185,2.0,0.6158357858657837,734720.0
6775,-1552,3976,1340,-4252,12261,-2991,-4148,-6128,-6626,4845,-7880,4113,-9784,9448,13215,-1869,16230,-2227,-946,-889,9863,7778,4315,0.30791789293289185,2.0,0.6158357858657837,734720.0
5678,-2281,5161,233,-3988,13753,-3767,-3246,-6528,-5045,3948,-8215,2951,-7708,10651,14770,472,19443,-2391,-718,-1306,7842,3802,3952,0.3030303120613098,2.0,0.6060606241226196,723058.0
4030,-3838,6133,-2382,-4103,14840,-4190,-1675,-6449,-3079,3387,-8433,3047,-3990,11736,17201,4185,22957,-1796,-1033,-1634,8224,383,2973,0.30791789293289185,2.0,0.6158357858657837,734720.0
2506,-5233,6282,-3243,-3926,14357,-4407,-415,-6369,-1810,2166,-8502,3573,1434,11433,18773,8483,25251,-1461,-1016,-1067,9566,-3794,2634,0.3030303120613098,2.0,0.6060606241226196,723058.0
-105,-5976,6187,-4259,-4896,14397,-3968,693,-6707,-1043,730,-8768,3004,7818,10312,19020,13738,24163,-1524,-255,-695,9057,-6138,395,0.30791789293289185,2.0,0.6158357858657837,734720.0
-1387,-4959,5982,-7915,-5279,13804,-2702,1795,-7094,-388,102,-8963,2583,11518,10376,17825,15756,18576,-2561,245,-335,6803,-6733,-3826,0.30791789293289185,2.0,0.6158357858657837,734720.0
-2967,-4822,5551,-8710,-17313,10590,-902,2164,-6743,-2156,1704,-10581,3227,15298,10966,18005,21135,8974,-1578,-299,-253,4904,-7374,-4492,0.30791789293289185,2.0,0.6158357858657837,734720.0
-6263,-6342,4392,-15679,-1563,2100,-301,1431,-5905,-2108,2550,-10513,5379,18863,9783,18387,18062,6425,3254,-1003,-342,7308,-7443,-1961,0.30791789293289185,2.0,0.6158357858657837,734720.0
