wrist_Gx,wrist_Gy,wrist_Gz,wrist_Ax,wrist_Ay,wrist_Az,biceps_Gx,biceps_Gy,biceps_Gz,biceps_Ax,biceps_Ay,biceps_Az,palm_Gx,palm_Gy,palm_Gz,palm_Ax,palm_Ay,palm_Az,thigh_Gx,thigh_Gy,thigh_Gz,thigh_Ax,thigh_Ay,thigh_Az,current,voltage,power,energy
-169,-50,-716,-915,7173,-2488,-258,-768,-22,258,7395,-1215,-123,171,-516,6287,-220,-4154,-1017,115,-130,7233,311,-807,0.30791789293289185,2.0,0.6158357858657837,734711.0
-434,174,-851,2401,-7657,1846,-17,451,75,5383,-2299,-6201,-170,524,-1159,-6753,-1162,4611,-383,99,-86,7764,84,-1534,0.3030303120613098,2.0,0.6060606241226196,723027.0
-435,251,-806,2654,-7597,1592,16,430,179,5532,-2332,-6503,-33,646,-1053,-6947,-1369,4252,-330,83,-84,7902,4,-1557,0.30791789293289185,2.0,0.6158357858657837,734720.0
-390,335,-770,2706,-7608,1793,37,294,131,5506,-2290,-6513,203,558,-955,-7172,-1407,4083,-236,135,-104,7950,-47,-1573,0.3030303120613098,2.0,0.6060606241226196,723058.0
-366,485,-737,2476,-7656,1735,88,177,-26,5277,-2247,-6436,374,377,-851,-7081,-1250,4025,-251,156,-116,8074,-6,-1394,0.3030303120613098,2.0,0.6060606241226196,723058.0
-349,456,-636,2497,-7680,1677,165,134,-145,5532,-2218,-6313,345,314,-783,-7251,-1035,4017,-242,258,-108,8214,148,-1271,0.30791789293289185,2.0,0.6158357858657837,734720.0
-362,309,-591,2450,-7881,1665,158,262,-233,5824,-2437,-6357,150,259,-693,-7354,-957,4200,-344,407,-98,8215,275,-1209,0.3030303120613098,2.0,0.6060606241226196,723058.0
-350,129,-583,2345,-7959,1663,153,352,-220,5827,-2430,-6233,-112,266,-537,-7201,-1030,4234,-413,492,-118,8007,352,-1159,0.30791789293289185,2.0,0.6158357858657837,734720.0
-269,-95,-561,2262,-7726,1716,224,282,-222,5842,-2401,-6188,-282,250,-327,-7123,-1118,4109,-365,482,-137,7839,259,-1153,0.30791789293289185,2.0,0.6158357858657837,734720.0
-222,-254,-474,2346,-7688,1715,343,282,-300,5736,-2287,-6285,-332,200,-190,-7083,-1229,4060,-49,494,-129,8065,251,-1324,0.30791789293289185,2.0,0.6158357858657837,734720.0
