wrist_Gx,wrist_Gy,wrist_Gz,wrist_Ax,wrist_Ay,wrist_Az,biceps_Gx,biceps_Gy,biceps_Gz,biceps_Ax,biceps_Ay,biceps_Az,palm_Gx,palm_Gy,palm_Gz,palm_Ax,palm_Ay,palm_Az,thigh_Gx,thigh_Gy,thigh_Gz,thigh_Ax,thigh_Ay,thigh_Az,current,voltage,power,energy
-5188,-282,-1786,-8310,3279,-1652,1468,4186,-2641,875,8122,-3462,641,4315,-385,5256,7925,-2692,3874,2607,-677,8476,261,1386,0.3030303120613098,2.0,0.6060606241226196,722747.0
1224,-587,894,-4696,3952,2668,355,18,-238,2011,7339,-3084,-806,-1241,511,5850,2431,-173,-2001,1180,646,8866,1391,134,0.4007820188999176,2.0,0.8015640377998352,956282.0
1351,-248,989,-4577,3943,2599,491,362,-286,2065,7122,-2993,-505,-1542,348,5913,2342,-498,-816,1479,282,8871,2355,-1387,0.3030303120613098,2.0,0.6060606241226196,723058.0
1546,138,1102,-4756,4065,2625,614,533,-308,1953,6916,-3027,-137,-1768,287,6099,2543,-580,-18,1455,-413,7560,2100,-1868,0.30791789293289185,2.0,0.6158357858657837,734720.0
1609,181,1070,-5900,4426,3382,679,864,-371,1797,6830,-2633,-610,-2540,555,7107,3123,-594,442,1075,-914,6790,975,-1805,0.3030303120613098,2.0,0.6060606241226196,723058.0
1601,-156,935,-6684,4918,4015,663,1038,-377,1564,7073,-2160,-1165,-3030,761,7994,3599,-73,606,785,-870,6546,451,-1800,0.3030303120613098,2.0,0.6060606241226196,723058.0
1700,-533,721,-6771,5080,3628,635,980,-224,1431,7746,-1987,-1631,-3085,889,9047,3542,76,352,663,-600,6714,-8,-1516,0.36168134212493896,2.0,0.7233626842498779,863004.0
1621,-819,462,-6329,5826,3123,548,786,-89,1423,8205,-2123,-1936,-2591,784,9828,3067,698,-267,654,-139,7012,-93,-1088,0.3030303120613098,2.0,0.6060606241226196,723058.0
1577,-1095,270,-6156,6708,3039,394,447,-70,1409,8370,-2466,-1768,-1688,569,9870,2925,1262,-963,723,267,7185,-73,-610,0.3030303120613098,2.0,0.6060606241226196,723058.0
1306,-1037,-72,-7122,6056,3768,199,252,-192,1328,8396,-2208,-1655,-1174,563,10706,3666,1218,-1211,734,388,7406,319,-420,0.3030303120613098,2.0,0.6060606241226196,723058.0
869,-1352,-559,-7524,6519,4561,-56,109,-274,1326,8409,-1909,-1968,-548,458,11152,3998,1446,-924,688,161,7729,836,-390,0.30791789293289185,2.0,0.6158357858657837,734720.0
506,-1478,-863,-7268,6493,4832,-371,-325,-134,1391,8379,-1986,-2137,-82,40,10899,3889,1573,-420,453,-195,7752,1526,-415,0.35679373145103455,2.0,0.7135874629020691,851342.0
23,-1296,-1138,-6563,6265,4304,-531,-752,128,1822,8038,-2439,-1835,352,-715,10360,3503,1650,143,240,-357,7677,1861,-430,0.35679373145103455,2.0,0.7135874629020691,851342.0
-379,-929,-1521,-6547,5460,3560,-540,-899,234,2025,7665,-2745,-1383,994,-964,9783,3720,1709,213,190,-292,7592,1492,-307,0.37634408473968506,2.0,0.7526881694793701,897991.0
-635,-676,-1835,-6783,4730,3632,-422,-812,252,2034,7219,-2895,-1174,1649,-1133,9036,3981,1512,248,215,-224,7599,822,2,0.3030303120613098,2.0,0.6060606241226196,723058.0
-741,-694,-2067,-7227,4525,4042,-303,-636,273,1932,7050,-2852,-1276,1921,-1074,8778,4086,1158,349,220,-226,7715,356,-3,0.30791789293289185,2.0,0.6158357858657837,734720.0
-885,-839,-2239,-7249,4402,4589,-156,-485,364,1874,7152,-2710,-1411,1833,-1050,8754,3686,1210,405,169,-256,7726,102,-183,0.32746821641921997,2.0,0.6549364328384399,781369.0
-1055,-689,-2291,-6767,4311,4360,-54,-468,522,2004,7241,-2664,-1004,1739,-1138,8565,3346,1522,388,86,-269,7754,75,-178,0.3030303120613098,2.0,0.6060606241226196,723058.0
-1157,-524,-2332,-6559,4304,4258,98,-459,645,2187,7252,-2835,-646,1815,-1290,8724,3600,1747,271,54,-232,7767,431,37,0.3030303120613098,2.0,0.6060606241226196,723058.0
-1277,-425,-2453,-6332,4351,4245,260,-348,673,2210,7301,-2999,-748,2170,-1416,8667,3636,1729,129,65,-181,7872,617,132,0.3030303120613098,2.0,0.6060606241226196,723058.0
-1373,-461,-2635,-6495,4183,4411,440,-217,650,2083,7301,-2898,-962,2396,-1428,8488,3487,1567,-63,79,-149,8039,926,98,0.39100685715675354,2.0,0.7820137143135071,932978.0
-1415,-536,-2725,-6529,3978,4548,515,-198,638,1884,7311,-2932,-1106,2440,-1403,8219,3472,1303,-204,100,-139,7988,984,1,0.3030303120613098,2.0,0.6060606241226196,723058.0
-1433,-666,-2789,-6195,3954,4728,502,-185,622,1897,7204,-2841,-1184,2349,-1482,8053,3089,1399,-173,106,-183,7896,963,-47,0.30791789293289185,2.0,0.6158357858657837,734720.0
-1512,-660,-2792,-5896,3972,4786,515,-92,583,2026,7110,-2796,-1187,2294,-1574,8114,2755,1641,85,72,-253,7883,836,-37,0.3519061505794525,2.0,0.703812301158905,839680.0
-1618,-507,-2767,-5588,3873,4654,630,15,575,2016,7210,-2755,-984,2384,-1637,8001,2591,1869,204,73,-244,7783,582,169,0.3030303120613098,2.0,0.6060606241226196,723058.0
-1690,-464,-2811,-5744,3733,4733,723,-40,609,1960,7344,-2846,-1031,2505,-1588,7966,2730,1991,125,77,-173,7803,468,63,0.30791789293289185,2.0,0.6158357858657837,734720.0
-1720,-586,-2899,-6255,3347,4852,777,-114,619,1898,7338,-2944,-1258,2557,-1368,7721,3005,2064,43,96,-131,7799,214,-54,0.30791789293289185,2.0,0.6158357858657837,734720.0
-1673,-870,-2850,-6078,3035,4995,848,-168,530,2019,7259,-3151,-1513,2469,-1245,7431,3014,2007,23,66,-170,7666,149,248,0.3030303120613098,2.0,0.6060606241226196,723058.0
-1645,-978,-2769,-5790,2923,5025,927,66,412,2166,7278,-3221,-1420,2299,-1238,7134,2746,2207,167,50,-149,7873,455,263,0.32258063554763794,2.0,0.6451612710952759,769707.0
-1663,-895,-2710,-5827,2716,5018,925,272,354,2277,7315,-3263,-1262,2119,-1209,7010,3015,2442,500,184,-74,8152,615,313,0.3030303120613098,2.0,0.6060606241226196,723058.0
-1721,-741,-2676,-5820,2133,5069,901,424,329,2306,7416,-3451,-1229,1987,-1208,6788,3143,2859,678,259,-68,7973,438,32,0.30791789293289185,2.0,0.6158357858657837,734720.0
-1722,-657,-2670,-6356,1715,5033,922,492,354,2340,7367,-3678,-1247,1885,-1129,6580,3493,3297,982,253,-130,7759,124,-125,0.3030303120613098,2.0,0.6060606241226196,723058.0
-1665,-738,-2630,-6602,1320,5088,977,503,411,2353,7312,-4005,-1303,1881,-977,6527,3786,3608,1075,251,-146,7909,673,-123,0.3030303120613098,2.0,0.6060606241226196,723058.0
-1597,-927,-2573,-6654,925,5390,991,479,497,2309,7362,-4186,-1496,1846,-876,6206,4000,4012,826,314,-257,8246,1358,-206,0.3176930546760559,2.0,0.6353861093521118,758044.0
-1580,-853,-2513,-6415,484,5671,973,488,686,2339,7295,-4298,-1458,1664,-972,6240,4086,4360,878,373,-320,8057,1447,-163,0.32258063554763794,2.0,0.6451612710952759,769707.0
-1641,-611,-2577,-6568,228,5747,932,534,779,2245,7003,-4180,-1181,1440,-1195,6382,4455,4965,883,53,-409,7346,1962,-368,0.3128054738044739,2.0,0.6256109476089478,746382.0
-1714,-338,-2733,-7088,-315,6407,963,573,834,2131,6695,-3964,-1079,1315,-1477,6729,4972,5882,647,-28,-361,7434,2024,-856,0.2981427311897278,2.0,0.5962854623794556,711396.0
-1817,-294,-2979,-7733,-701,7009,1206,534,998,2012,6653,-3842,-1254,1292,-1638,7597,5348,6927,153,-47,-271,7787,2485,-1168,0.3030303120613098,2.0,0.6060606241226196,723058.0
-1886,-475,-3265,-8890,-513,7533,1685,342,1290,1854,6775,-4057,-1811,1493,-1529,9091,5593,7308,-333,-48,-194,7819,2433,-1100,0.2981427311897278,2.0,0.5962854623794556,711396.0
-1985,-1013,-3523,-8711,512,8178,2190,-27,1431,2006,7411,-4527,-2051,2088,-1749,10440,5043,7725,-461,-123,-168,7600,1875,-839,0.30791789293289185,2.0,0.6158357858657837,734720.0
-2341,-1069,-3786,-7937,780,8692,2293,-351,1424,2608,7646,-4729,-1993,2966,-2210,10561,4658,7982,-419,-220,-132,7470,1293,-514,0.2981427311897278,2.0,0.5962854623794556,711396.0
-3034,-737,-4120,-7829,283,8631,2118,-481,1360,3212,7413,-4459,-1859,3806,-2524,10573,4533,8240,-152,-214,-89,7595,921,-84,0.2981427311897278,2.0,0.5962854623794556,711396.0
-3463,-555,-4464,-7920,-256,8493,1978,-369,1160,3686,6614,-4342,-1695,4437,-2650,10303,4706,8223,150,-116,4,8065,630,341,0.30791789293289185,2.0,0.6158357858657837,734720.0
-3996,-612,-4945,-8147,-302,8115,2015,-229,1044,3562,5916,-4570,-1911,5234,-2803,10699,4943,8403,294,132,69,8238,557,587,0.30791789293289185,2.0,0.6158357858657837,734720.0
-4441,-608,-5223,-6933,-558,7284,2311,-90,1135,3496,5558,-4632,-1674,6394,-3146,9803,4475,7949,353,235,59,8047,547,668,0.3030303120613098,2.0,0.6060606241226196,723058.0
-4739,-478,-5516,-6302,-840,6422,2760,108,1375,3776,5721,-5344,-1587,7628,-3494,9164,4505,7223,491,152,11,8138,748,465,0.30791789293289185,2.0,0.6158357858657837,734720.0
-5068,-320,-5925,-6570,-1356,6390,3051,189,1626,3313,6099,-5731,-1902,8325,-3705,8747,4369,6520,562,160,-81,8136,1294,15,0.3030303120613098,2.0,0.6060606241226196,723058.0
-5229,-413,-5999,-6038,-1882,6564,3132,82,1825,3483,6397,-6508,-1733,8779,-3893,7544,3911,5414,417,159,-253,7589,1709,-224,0.30791789293289185,2.0,0.6158357858657837,734720.0
-5426,-141,-6019,-5212,-2082,6234,3023,-194,1926,3473,6682,-6649,-1199,8679,-4017,6462,2803,4946,129,2,-289,7488,1938,-100,0.3372434079647064,2.0,0.6744868159294128,804693.0
-5627,53,-6013,-5619,-1825,6358,2640,-570,1935,3808,6713,-6454,-922,8246,-3917,7193,3093,5982,-47,-128,-174,7546,2012,74,0.3030303120613098,2.0,0.6060606241226196,723058.0
-5999,-422,-6122,-6773,-965,7062,2243,-600,1904,4028,6348,-5750,-1227,8779,-3229,8588,2767,7165,-65,-222,-99,7780,1909,184,0.3030303120613098,2.0,0.6060606241226196,723058.0
-6559,-1711,-6066,-6278,139,6626,1968,-311,1813,4467,6019,-4844,-1794,9320,-2358,9948,2260,8022,-168,-204,-82,8058,1819,347,0.3128054738044739,2.0,0.6256109476089478,746382.0
-7103,-2354,-5682,-4149,553,5934,1703,35,1780,4842,5694,-4205,-1242,10989,-2180,10791,192,8255,-276,-12,-34,8210,1880,344,0.30791789293289185,2.0,0.6158357858657837,734720.0
-8009,-1839,-5002,-971,673,4582,1529,797,1845,5093,5134,-4392,1308,12738,-2933,10920,6,5893,-467,242,93,8018,1825,269,0.3470185697078705,2.0,0.694037139415741,828018.0
-8993,-163,-4984,-927,409,3674,1497,1447,1883,5122,4747,-4911,1905,13755,-4097,11841,1449,1721,-605,362,287,7729,1729,65,0.3030303120613098,2.0,0.6060606241226196,723058.0
-9503,451,-5307,-1783,171,2754,1642,2082,1888,4836,4742,-5229,-70,16340,-4487,10858,-613,-685,-540,279,389,7625,1757,72,0.30791789293289185,2.0,0.6158357858657837,734720.0
-9777,740,-5440,-1111,-1418,496,1683,2477,1782,4437,5455,-5707,919,17528,-3972,7909,-2108,-2124,-192,59,276,7682,1742,-36,0.3128054738044739,2.0,0.6256109476089478,746382.0
-9775,825,-5110,-964,-2040,-867,1415,3041,1689,4104,5636,-5830,2008,18697,-2869,7627,-1504,-6815,1,-158,137,7776,1805,-120,0.3030303120613098,2.0,0.6060606241226196,723058.0
-9845,-826,-4838,-1775,-2483,-1757,953,3562,1661,3374,5093,-5925,331,18821,-816,5739,-102,-9079,-74,-155,93,7950,1708,-139,0.3030303120613098,2.0,0.6060606241226196,723058.0
-9159,-2706,-4434,-650,-1286,-2872,569,3302,1695,3179,4639,-5609,-937,17989,712,4556,138,-10861,-338,63,154,7975,1608,0,0.2981427311897278,2.0,0.5962854623794556,711396.0
-8380,-3463,-3277,1596,-1408,-6410,295,2756,1699,3189,4768,-5405,-904,16861,2078,3647,230,-15793,-620,293,326,8034,1465,100,0.3030303120613098,2.0,0.6060606241226196,723058.0
-7351,-1579,-2425,4125,-3338,-10560,-301,2044,1448,2429,5670,-4952,1608,15288,1578,-25,-1860,-22153,-578,416,407,7752,1377,-37,0.30791789293289185,2.0,0.6158357858657837,734720.0
-5944,1229,-2301,4609,-5578,-13386,-1361,1062,927,859,6004,-4543,5196,11649,1001,-4374,-1013,-27506,-334,313,414,7497,1363,-271,0.3030303120613098,2.0,0.6060606241226196,723058.0
-2954,3985,-2017,4912,-7590,-16693,-2123,-442,492,-510,5996,-4272,4815,4736,1437,-7222,2040,-32186,75,76,355,7415,1343,-458,0.3030303120613098,2.0,0.6060606241226196,723058.0
1187,3070,-487,7070,-8911,-17525,-2431,-2275,204,-1316,6081,-4020,1780,-1225,1692,-9182,-41,-32651,507,-31,324,7578,1293,-392,0.3030303120613098,2.0,0.6060606241226196,723058.0
4430,2897,702,8237,-7670,-16083,-2289,-4728,44,-200,5001,-5211,903,-8218,417,-9778,-3149,-32547,608,-15,396,7979,1376,-143,0.30791789293289185,2.0,0.6158357858657837,734720.0
7443,4427,1854,6558,-6310,-11322,-1642,-6127,155,2722,4102,-6237,1980,-14342,-583,-6496,-1848,-25705,286,144,474,8144,1599,334,0.3128054738044739,2.0,0.6256109476089478,746382.0
9515,6104,3017,4382,-5133,-6841,-1175,-6486,70,4457,3715,-7091,2535,-18204,-833,-1452,99,-19301,178,258,524,7834,1555,600,0.3128054738044739,2.0,0.6256109476089478,746382.0
10402,6225,3712,3059,-4878,-4598,-663,-6044,-198,6140,3025,-7892,1639,-19579,-793,3105,1768,-14630,577,202,491,7529,1601,745,0.30791789293289185,2.0,0.6158357858657837,734720.0
11118,4733,3995,1310,-3967,-1467,22,-4647,-324,7704,2170,-7859,-368,-18903,-527,4852,3659,-9658,947,41,416,7415,1652,1011,0.40566959977149963,2.0,0.8113391995429993,967965.0
10805,1422,3293,-800,-5426,1593,511,-3099,-249,8317,2086,-7734,-3756,-19081,-150,4742,4331,-4697,1196,-113,363,7524,1810,870,0.30791789293289185,2.0,0.6158357858657837,734720.0
10425,-1759,1542,-2077,-6307,5114,1146,-1543,-260,7751,1882,-8751,-6873,-18978,48,4750,3676,-1703,1165,-231,382,7598,2021,503,0.30791789293289185,2.0,0.6158357858657837,734720.0
9663,-2442,54,-2957,-8143,6324,2278,162,-355,7625,2734,-8433,-7887,-19968,-1261,7372,248,-726,704,-383,433,7623,1879,205,0.40566959977149963,2.0,0.8113391995429993,967965.0
8497,-1265,-500,-4820,-5669,10046,2634,1023,-530,5963,4411,-7266,-4590,-22399,-1447,8465,-5619,5734,169,-429,429,7620,1692,158,0.30791789293289185,2.0,0.6158357858657837,734720.0
